Rk,player_id,Player,PlayerName,Race,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
467,stanlca01,Cassius Stanley\stanlca01,Cassius Stanley,#N/A,SG,21,IND,24,93,5.5,0.383,0.302,0.209,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22,-0.2,0.1,-0.1,-0.05,-7,-4.2,-11.2,-0.2,1489065
468,stevela01,Lamar Stevens\stevela01,Lamar Stevens,#N/A,PF,23,CLE,40,499,10.5,0.521,0.184,0.375,5.3,16.6,10.8,7.4,1.7,2.3,12.7,15.8,0,0.5,0.4,0.043,-4,0,-4,-0.3,1517981
469,stewais01,Isaiah Stewart\stewais01,Isaiah Stewart,#N/A,C,19,DET,68,1455,16.4,0.597,0.154,0.225,12,22.7,17.3,6.3,1.3,5.2,13,15.5,1.9,2.1,4,0.132,-1.6,0.4,-1.2,0.3,3277080
470,strusma01,Max Strus\strusma01,Max Strus,White,SF,24,MIA,39,507,12.1,0.597,0.791,0.128,1.1,8,4.6,7.3,1.1,0.4,3.9,18.3,0.6,0.3,0.9,0.088,-0.4,-1.8,-2.2,0,1669178
471,sumneed01,Edmond Sumner\sumneed01,Edmond Sumner,Black,SG,25,IND,53,861,12.7,0.626,0.312,0.294,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,0.7,0.7,1.4,0.077,-2.3,-0.6,-2.9,-0.2,#N/A
472,tateja01,Jae'Sean Tate\tateja01,Jae'Sean Tate,#N/A,SF,25,HOU,70,2043,13.8,0.576,0.312,0.235,6.6,13.2,9.8,13.2,2,1.6,12.4,16.4,2.2,1.6,3.8,0.088,-1.6,0.4,-1.2,0.4,1517981
473,tatumja01,Jayson Tatum\tatumja01,Jayson Tatum,Black,SF,22,BOS,64,2290,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,0.137,4.1,-0.4,3.7,3.3,28103550
474,teaguje01,Jeff Teague\teaguje01,Jeff Teague,Black,PG,32,TOT,55,950,12.3,0.562,0.289,0.37,1.7,8.3,5.1,18.3,1.7,1.2,16.2,17.7,0.8,0.8,1.6,0.079,-1.7,-0.4,-2.1,0,#N/A
475,templga01,Garrett Temple\templga01,Garrett Temple,Black,SG,34,CHI,56,1528,8.2,0.525,0.525,0.131,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,0.2,1.4,1.6,0.05,-3.3,-0.1,-3.5,-0.6,4910000
476,terryty01,Tyrell Terry\terryty01,Tyrell Terry,#N/A,PG,20,DAL,11,56,6,0.318,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,-0.1,0.1,-0.1,-0.049,-7.7,2.2,-5.5,-0.1,1517981
477,theisda01,Daniel Theis\theisda01,Daniel Theis,White,C,28,TOT,65,1601,15,0.609,0.326,0.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.6,2.4,1.8,4.3,0.128,-0.6,0.5,-0.2,0.7,8372093
478,thomabr01,Brodric Thomas\thomabr01,Brodric Thomas,#N/A,SG,24,TOT,32,399,8,0.487,0.546,0.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,-0.3,0.3,0.1,0.006,-4.7,0.1,-4.6,-0.3,#N/A
479,thomais02,Isaiah Thomas\thomais02,Isaiah Thomas,#N/A,PG,31,NOP,3,48,2.4,0.412,0.444,0.074,2.3,6.8,4.5,15.1,1,0,17.7,29.7,-0.2,0,-0.2,-0.179,-8.1,-5.6,-13.8,-0.1,#N/A
480,thomakh01,Khyri Thomas\thomakh01,Khyri Thomas,Black,SG,24,HOU,5,153,21.3,0.586,0.409,0.136,4.7,8,6.3,26.9,2.8,3.5,7.9,21.1,0.4,0.1,0.5,0.164,2,0.3,2.3,0.2,#N/A
481,thomama02,Matt Thomas\thomama02,Matt Thomas,White,SG,26,TOT,45,326,9.1,0.522,0.63,0.11,2.3,12.2,7.3,8.6,0.6,0,9.5,19.5,0,0.2,0.2,0.031,-2.9,-2.3,-5.2,-0.3,1669178
482,thomptr01,Tristan Thompson\thomptr01,Tristan Thompson,Black,PF,29,BOS,54,1287,14.2,0.54,0.009,0.368,14.5,23.5,19,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,0.107,-1.4,-1.2,-2.6,-0.2,9720900
483,thornsi01,Sindarius Thornwell\thornsi01,Sindarius Thornwell,#N/A,SG,26,TOT,21,217,6.6,0.414,0.5,0.174,1.4,7.4,4.4,13,2.9,0.9,12.4,11.1,-0.2,0.2,0,0.009,-5.8,0.8,-5,-0.2,#N/A
484,thybuma01,Matisse Thybulle\thybuma01,Matisse Thybulle,Black/Mixed,SG,23,PHI,65,1298,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,0.1,2.7,2.8,0.102,-2.7,4.3,1.6,1.2,2840160
485,tilliki02,Killian Tillie\tilliki02,Killian Tillie,#N/A,C,22,MEM,18,182,8.5,0.461,0.579,0.193,3.5,10.6,7,5.6,1.3,4,3.1,14.8,0,0.2,0.2,0.055,-3.6,-0.5,-4.1,-0.1,#N/A
486,tillmxa01,Xavier Tillman Sr.\tillmxa01,Xavier Tillman Sr.,#N/A,PF,22,MEM,59,1085,14.7,0.605,0.217,0.177,7.2,18,12.5,9.4,1.9,2.7,12.3,14.3,1.4,1.5,2.9,0.127,-1.3,0.9,-0.4,0.4,1517981
487,tollian01,Anthony Tolliver\tollian01,Anthony Tolliver,#N/A,PF,35,PHI,11,99,4,0.433,0.824,0.353,3.4,7.6,5.6,2.5,1.5,1.8,13.3,9.8,-0.1,0.1,0.1,0.025,-5.7,-1.7,-7.4,-0.1,#N/A
488,toppiob01,Obi Toppin\toppiob01,Obi Toppin,#N/A,PF,22,NYK,62,683,12.7,0.574,0.407,0.124,4.2,17.6,11,6.4,1.2,2.1,9.4,15.9,0.5,1,1.5,0.109,-1.5,0.5,-1,0.2,5105160
